dataset,m,seed,N,d,K,source_rows,source_class_counts,context_class_counts,initial_class_counts,dependency_deviation,before_compile_kl,before_compile_js,before_compile_agreement,before_compile_accuracy,before_compile_log_loss,before_compile_roc_auc,before_validation_kl,before_validation_js,before_validation_agreement,before_validation_accuracy,before_validation_log_loss,before_validation_roc_auc,before_test_kl,before_test_js,before_test_agreement,before_test_accuracy,before_test_log_loss,before_test_roc_auc,before_G_val,before_G_test,before_latency_seconds,after_compile_kl,after_compile_js,after_compile_agreement,after_compile_accuracy,after_compile_log_loss,after_compile_roc_auc,after_validation_kl,after_validation_js,after_validation_agreement,after_validation_accuracy,after_validation_log_loss,after_validation_roc_auc,after_test_kl,after_test_js,after_test_agreement,after_test_accuracy,after_test_log_loss,after_test_roc_auc,after_G_val,after_G_test,after_latency_seconds,status,delta_kl,relative_improvement,win,validation_delta_kl,best_step,adam_steps,training_seconds,labels_unchanged,final_class_counts,execution_device,device_deviation,reload_verified,artifact,missing_initial_classes,reload_max_prediction_error,reload_max_kl_error
blood-transfusion-service-center,8,43,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[6, 2]",False,0.06118258088827133,0.016094870865345,0.8799999952316284,0.7666666666666667,0.5435338616371155,0.6189083820662769,0.06784868985414505,0.018345173448324203,0.9066666960716248,0.7733333333333333,0.4963759779930115,0.68052738336714,0.07567533105611801,0.020082172006368637,0.8666666746139526,0.76,0.5263090133666992,0.672514619883041,0.006666108965873718,0.01449275016784668,0.09151175001170486,0.024935739114880562,0.006866117939352989,0.9399999976158142,0.7733333333333333,0.5129472017288208,0.6828703703703703,0.025392374023795128,0.0071363383904099464,0.9333333373069763,0.7733333333333333,0.418319433927536,0.8772819472616633,0.0299074687063694,0.00825375597923994,0.9466666579246521,0.7866666666666666,0.4661911427974701,0.7836257309941522,0.00045663490891456604,0.004971729591488838,0.0929215420037508,complete,0.04576786234974861,0.6047923637864083,True,0.04245631583034992,30,50,8.88139570900239,True,"[6, 2]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-8-43-stratified.csv,0,1.1324882507324219e-06,3.3527612686157227e-08
blood-transfusion-service-center,8,44,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[6, 2]",False,0.07124657183885574,0.019158799201250076,0.800000011920929,0.7133333333333334,0.5769525170326233,0.6286549707602338,0.07208392024040222,0.01970278099179268,0.8533333539962769,0.7466666666666667,0.5070284008979797,0.731237322515213,0.06241822615265846,0.017225639894604683,0.9333333373069763,0.8266666666666667,0.4950469434261322,0.780701754385965,0.0008373484015464783,-0.008828345686197281,0.09165966603904963,0.04122549295425415,0.011161651462316513,0.8999999761581421,0.76,0.5454906821250916,0.646807992202729,0.04357586055994034,0.012043352238833904,0.9466666579246521,0.76,0.46326878666877747,0.8265720081135902,0.04751996323466301,0.013030937872827053,0.8799999952316284,0.8,0.4895267188549042,0.7690058479532164,0.0023503676056861877,0.006294470280408859,0.09365695796441287,complete,0.014898262917995453,0.238684497081962,True,0.028508059680461884,50,50,8.955714375013486,True,"[6, 2]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-8-44-stratified.csv,0,5.662441253662109e-07,2.60770320892334e-08
blood-transfusion-service-center,32,42,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[24, 8]",False,0.16053111851215363,0.035842981189489365,0.7866666913032532,0.74,0.6066972613334656,0.6526559454191033,0.15363788604736328,0.03248952701687813,0.8266666531562805,0.7733333333333333,0.4965905249118805,0.7505070993914806,0.11665473878383636,0.025280557572841644,0.8933333158493042,0.7866666666666666,0.5852710008621216,0.6773879142300195,-0.006893232464790344,-0.04387637972831726,0.09795595903415233,0.006972859613597393,0.0018158841412514448,0.9466666579246521,0.7666666666666667,0.4938510060310364,0.729044834307992,0.00664256326854229,0.0017158451955765486,0.9200000166893005,0.7866666666666666,0.3862428367137909,0.8995943204868154,0.006974819581955671,0.0018007688922807574,1.0,0.8133333333333334,0.46666890382766724,0.7553606237816765,-0.0003302963450551033,1.9599683582782745e-06,0.10034129209816456,complete,0.1096799192018807,0.9402097192564105,True,0.146995322778821,50,50,10.756345917005092,True,"[24, 8]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-32-42-stratified.csv,0,1.4901161193847656e-06,1.4901161193847656e-08
blood-transfusion-service-center,32,43,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[24, 8]",False,0.0631905272603035,0.016626589000225067,0.8799999952316284,0.7533333333333333,0.5543505549430847,0.5790692007797269,0.056803710758686066,0.015418345108628273,0.9066666960716248,0.8,0.4807400405406952,0.7383367139959433,0.08018166571855545,0.021308286115527153,0.8266666531562805,0.72,0.5361379981040955,0.6598440545808967,-0.006386816501617432,0.016991138458251953,0.12162420793902129,0.030838241800665855,0.008330526761710644,0.9200000166893005,0.78,0.520136833190918,0.6743421052631579,0.03682631254196167,0.010235028341412544,0.9466666579246521,0.7866666666666666,0.44779494404792786,0.8387423935091278,0.036630142480134964,0.01000499352812767,0.8933333158493042,0.7333333333333333,0.47506341338157654,0.7719298245614037,0.0059880707412958145,0.005791900679469109,0.0975322499871254,complete,0.043551523238420486,0.5431606196769482,True,0.019977398216724396,50,50,12.617892874986865,True,"[24, 8]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-32-43-stratified.csv,0,7.152557373046875e-07,2.60770320892334e-08
blood-transfusion-service-center,32,44,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[24, 8]",False,0.04168710857629776,0.011158553883433342,0.8733333349227905,0.76,0.5384572148323059,0.6120857699805069,0.045926883816719055,0.012605691328644753,0.9066666960716248,0.7733333333333333,0.4890165627002716,0.7728194726166329,0.05281296372413635,0.014184422791004181,0.8666666746139526,0.76,0.49827179312705994,0.7846003898635477,0.004239775240421295,0.011125855147838593,0.09549908305052668,0.011150072328746319,0.0029358668252825737,0.9333333373069763,0.7533333333333333,0.5078487396240234,0.7069931773879142,0.013923561200499535,0.003628818318247795,0.9333333373069763,0.7733333333333333,0.40886926651000977,0.8651115618661258,0.013887632638216019,0.003655890002846718,0.9599999785423279,0.8,0.4703987240791321,0.7660818713450293,0.002773488871753216,0.0027375603094697,0.09902162500657141,complete,0.038925331085920334,0.7370412175549022,True,0.03200332261621952,50,50,10.809262207942083,True,"[24, 8]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-32-44-stratified.csv,0,1.7881393432617188e-06,1.955777406692505e-08
blood-transfusion-service-center,128,42,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[97, 31]",False,0.020451148971915245,0.005180852022022009,0.9066666960716248,0.7666666666666667,0.5058205723762512,0.7043128654970761,0.014918405562639236,0.003775177523493767,0.9466666579246521,0.7866666666666666,0.3906231224536896,0.8833671399594321,0.015105185098946095,0.003901618765667081,0.9066666960716248,0.7733333333333333,0.47755488753318787,0.7475633528265108,-0.005532743409276009,-0.0053459638729691505,0.11216762498952448,0.0019973295275121927,0.0005002995021641254,0.9599999785423279,0.7666666666666667,0.4997727572917938,0.7221003898635477,0.0019568041898310184,0.0004943265812471509,0.9866666793823242,0.8,0.3771107792854309,0.896551724137931,0.0030551597010344267,0.0007715660613030195,1.0,0.8133333333333334,0.46599268913269043,0.7514619883040936,-4.052533768117428e-05,0.001057830173522234,0.1104591250186786,complete,0.012050025397911668,0.7977409954911715,True,0.012961601372808218,50,50,10.645751249976456,True,"[97, 31]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-128-42-stratified.csv,0,2.086162567138672e-06,8.381903171539307e-09
blood-transfusion-service-center,128,43,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[97, 31]",False,0.02316371724009514,0.005910385865718126,0.9066666960716248,0.7666666666666667,0.5258477926254272,0.6226851851851852,0.02124333754181862,0.005615810863673687,0.9466666579246521,0.7866666666666666,0.42737242579460144,0.8316430020283976,0.022246118634939194,0.005915437359362841,0.8933333158493042,0.7866666666666666,0.4928491711616516,0.7017543859649122,-0.0019203796982765198,-0.0009175986051559448,0.22209283290430903,0.005764266010373831,0.0014822841621935368,0.9333333373069763,0.7933333333333333,0.4857081174850464,0.7298976608187134,0.00929972156882286,0.002406354993581772,0.9733333587646484,0.8133333333333334,0.38137203454971313,0.896551724137931,0.008510218933224678,0.002201434690505266,1.0,0.8133333333333334,0.47386351227760315,0.753411306042885,0.00353545555844903,0.0027459529228508472,0.11058208299800754,complete,0.013735899701714516,0.6174515171442653,True,0.011943615972995758,50,50,12.133492375025526,True,"[97, 31]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-128-43-stratified.csv,0,2.8014183044433594e-06,4.842877388000488e-08
blood-transfusion-service-center,128,44,448,4,2,748,"{'1': 570, '2': 178}","[341, 107]","[97, 31]",False,0.023642823100090027,0.005587391555309296,0.9066666960716248,0.7533333333333333,0.5587912201881409,0.6337719298245613,0.025626838207244873,0.006205735728144646,0.9200000166893005,0.7866666666666666,0.41613519191741943,0.8306288032454361,0.022351302206516266,0.005424362141638994,0.9466666579246521,0.8133333333333334,0.4630564749240875,0.7641325536062379,0.001984015107154846,-0.001291520893573761,0.1127458339324221,0.0017623454332351685,0.000441767304437235,0.9666666388511658,0.7866666666666666,0.506838858127594,0.7296539961013645,0.003966411110013723,0.0009883211459964514,0.9599999785423279,0.7733333333333333,0.38909614086151123,0.8995943204868154,0.003046057652682066,0.0007665985031053424,1.0,0.8133333333333334,0.47336551547050476,0.7504873294346979,0.002204065676778555,0.0012837122194468975,0.12089545896742493,complete,0.0193052445538342,0.8637190073071437,True,0.02166042709723115,50,50,11.133261041948572,True,"[97, 31]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/blood-transfusion-service-center/compiled-128-44-stratified.csv,0,2.562999725341797e-06,2.1420419216156006e-08
diabetes,8,42,460,8,2,768,"{'tested_negative': 500, 'tested_positive': 268}","[299, 161]","[5, 3]",False,0.11978235095739365,0.033631786704063416,0.8181818127632141,0.6883116883116883,0.5808289051055908,0.7625925925925926,0.09324556589126587,0.02581683360040188,0.8051947951316833,0.7012987012987013,0.5900826454162598,0.7262443438914027,0.10557214170694351,0.029223553836345673,0.8961039185523987,0.6493506493506493,0.580578088760376,0.8088888888888889,-0.026536785066127777,-0.014210209250450134,0.09721237502526492,0.034941501915454865,0.009139778092503548,0.8896104097366333,0.7597402597402597,0.49040934443473816,0.8300000000000001,0.033588673919439316,0.008532823994755745,0.8701298832893372,0.6883116883116883,0.5614845156669617,0.753393665158371,0.03358960896730423,0.0086776502430439,0.9220778942108154,0.7792207792207793,0.509243369102478,0.814074074074074,-0.0013528279960155487,-0.0013518929481506348,0.09259999997448176,complete,0.07198253273963928,0.68183264614878,True,0.05965689197182655,50,50,11.214826666982844,True,"[5, 3]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/diabetes/compiled-8-42-stratified.csv,0,1.1324882507324219e-06,4.0978193283081055e-08
diabetes,8,43,460,8,2,768,"{'tested_negative': 500, 'tested_positive': 268}","[299, 161]","[5, 3]",False,0.18726378679275513,0.05239959806203842,0.6818181872367859,0.6558441558441559,0.6357580423355103,0.6301851851851852,0.1671990007162094,0.0458955280482769,0.6883116960525513,0.6623376623376623,0.6371534466743469,0.5950226244343891,0.1678406149148941,0.04660417139530182,0.8051947951316833,0.6883116883116883,0.6371363401412964,0.6533333333333332,-0.020064786076545715,-0.019423171877861023,0.09106283308938146,0.10084295272827148,0.02688220515847206,0.7532467246055603,0.7012987012987013,0.5392460823059082,0.7777777777777778,0.10840616375207901,0.028252849355340004,0.6883116960525513,0.6363636363636364,0.5645993947982788,0.7239819004524888,0.08898323029279709,0.02378802001476288,0.8311688303947449,0.7402597402597403,0.5424185991287231,0.7948148148148149,0.007563211023807526,-0.011859722435474396,0.09183816600125283,complete,0.07885738462209702,0.46983493632981943,True,0.0587928369641304,50,50,9.420458041015081,True,"[5, 3]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/diabetes/compiled-8-43-stratified.csv,0,7.152557373046875e-07,4.470348358154297e-08
diabetes,8,44,460,8,2,768,"{'tested_negative': 500, 'tested_positive': 268}","[299, 161]","[5, 3]",False,0.11721762269735336,0.031912900507450104,0.8051947951316833,0.6883116883116883,0.5760354399681091,0.7322222222222222,0.09038444608449936,0.023840777575969696,0.7922077775001526,0.5844155844155844,0.6607427000999451,0.6357466063348416,0.10133679956197739,0.027034815400838852,0.7922077775001526,0.6233766233766234,0.5850893259048462,0.7111111111111111,-0.026833176612854004,-0.015880823135375977,0.09259779204148799,0.04474521055817604,0.01177813857793808,0.8831169009208679,0.7662337662337663,0.49318110942840576,0.8194444444444444,0.04924969747662544,0.012597469612956047,0.8701298832893372,0.6883116883116883,0.6099982261657715,0.7043740573152338,0.041426438838243484,0.010966836474835873,0.9350649118423462,0.7662337662337663,0.5298795104026794,0.7829629629629631,0.004504486918449402,-0.003318771719932556,0.09228308300953358,complete,0.0599103607237339,0.5912004423140761,True,0.04113474860787392,50,50,8.991851249942556,True,"[5, 3]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/diabetes/compiled-8-44-stratified.csv,0,1.3709068298339844e-06,1.2665987014770508e-07
diabetes,32,42,460,8,2,768,"{'tested_negative': 500, 'tested_positive': 268}","[299, 161]","[21, 11]",False,0.07196737825870514,0.01886693760752678,0.8311688303947449,0.7142857142857143,0.5299854874610901,0.7831481481481481,0.06836794316768646,0.01765061728656292,0.7922077775001526,0.6363636363636364,0.6079702377319336,0.7096530920060332,0.07039313018321991,0.01831291988492012,0.8311688303947449,0.6883116883116883,0.5751330852508545,0.7392592592592593,-0.0035994350910186768,-0.0015742480754852295,0.09824545797891915,0.013145278207957745,0.003313010558485985,0.9610389471054077,0.7532467532467533,0.45506614446640015,0.8475925925925926,0.01733783818781376,0.0043344199657440186,0.9350649118423462,0.7012987012987013,0.5115293860435486,0.7933634992458521,0.019158324226737022,0.0047754934057593346,0.948051929473877,0.7272727272727273,0.4979170858860016,0.8162962962962963,0.004192559979856014,0.006013046018779278,0.09827800001949072,complete,0.05123480595648289,0.7278381544211551,True,0.051030104979872704,40,50,9.847120124963112,True,"[21, 11]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/diabetes/compiled-32-42-stratified.csv,0,5.960464477539062e-07,1.6763806343078613e-08
diabetes,32,43,460,8,2,768,"{'tested_negative': 500, 'tested_positive': 268}","[299, 161]","[21, 11]",False,0.07883421331644058,0.019920140504837036,0.7792207598686218,0.7012987012987013,0.5272355675697327,0.7903703703703704,0.0962393656373024,0.023688655346632004,0.8051947951316833,0.6753246753246753,0.5599467158317566,0.744343891402715,0.08815170079469681,0.021843012422323227,0.8051947951316833,0.7402597402597403,0.49059271812438965,0.8288888888888889,0.017405152320861816,0.009317487478256226,0.09658775001298636,0.017272137105464935,0.004331322852522135,0.9415584206581116,0.7597402597402597,0.450156033039093,0.8529629629629629,0.021118324249982834,0.0051168715581297874,0.9350649118423462,0.7272727272727273,0.5221245288848877,0.7963800904977376,0.015065490268170834,0.0037842453457415104,0.948051929473877,0.7532467532467533,0.47039952874183655,0.8377777777777777,0.0038461871445178986,-0.0022066468372941017,0.09748954197857529,complete,0.07308621052652597,0.8290958639214687,True,0.07512104138731956,50,50,9.290781707968563,True,"[21, 11]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/diabetes/compiled-32-43-stratified.csv,0,8.940696716308594e-07,4.0978193283081055e-08
diabetes,32,44,460,8,2,768,"{'tested_negative': 500, 'tested_positive': 268}","[299, 161]","[21, 11]",False,0.08211725950241089,0.022023605182766914,0.7857142686843872,0.6948051948051948,0.5374361276626587,0.7833333333333333,0.07384760677814484,0.019503137096762657,0.8181818127632141,0.6103896103896104,0.6183473467826843,0.6877828054298643,0.08399210125207901,0.022551411762833595,0.8181818127632141,0.7012987012987013,0.5593971610069275,0.7674074074074073,-0.008269652724266052,0.0018748417496681213,0.09593149996362627,0.02366582676768303,0.006051636300981045,0.9285714030265808,0.7597402597402597,0.47842535376548767,0.8337037037037036,0.027520110830664635,0.006790785118937492,0.9220778942108154,0.7142857142857143,0.5854911804199219,0.7458521870286576,0.018660487607121468,0.004701250232756138,0.9740259647369385,0.7532467532467533,0.5324050784111023,0.802962962962963,0.0038542840629816055,-0.005005339160561562,0.15878729103133082,complete,0.06533161364495754,0.777830446804549,True,0.0463274959474802,50,50,9.169234916102141,True,"[21, 11]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/diabetes/compiled-32-44-stratified.csv,0,3.0994415283203125e-06,2.7939677238464355e-08
diabetes,128,42,460,8,2,768,"{'tested_negative': 500, 'tested_positive': 268}","[299, 161]","[83, 45]",False,0.01923246681690216,0.004959386773407459,0.9220778942108154,0.7532467532467533,0.45551687479019165,0.8509259259259259,0.01840304024517536,0.004818268585950136,0.8831169009208679,0.6753246753246753,0.5188735723495483,0.7820512820512819,0.019061878323554993,0.00495121069252491,0.9350649118423462,0.6623376623376623,0.5102567076683044,0.8111111111111111,-0.000829426571726799,-0.00017058849334716797,0.11450087500270456,0.0017715803114697337,0.0004450386040844023,0.9610389471054077,0.7662337662337663,0.45179376006126404,0.8524074074074074,0.006283205933868885,0.001566837658174336,0.9870129823684692,0.7272727272727273,0.4791182577610016,0.8159879336349924,0.004570539575070143,0.0011715549044311047,0.9610389471054077,0.7402597402597403,0.4873611032962799,0.8251851851851852,0.004511625622399151,0.002798959263600409,0.11350766697432846,complete,0.01449133874848485,0.7602261698721331,True,0.012119834311306477,50,50,9.64939008303918,True,"[83, 45]",mps,False,True,/Users/danielmunch/Projects/tabpfn-compile/artifacts/gate2/diabetes/compiled-128-42-stratified.csv,0,1.1026859283447266e-06,3.026798367500305e-08
